title,popularity,favorites,studios,studios_name
Tokimeki Memorial: Only Love Specials,0.3045366472907062,7.961973614019442e-06,37,AIC ASTA
Hatsumei Boy Kanipan,0.4443442239593773,7.961973614019442e-06,1458,Studio Comet
Chou Hatsumei Boy Kanipan,0.4372953831763212,7.961973614019442e-06,1458,Studio Comet
Watashi to Watashi: Futari no Lotte,0.4098349702679227,1.5923947228038885e-05,1780,Tokyo Movie Shinsha
Yes! Precure 5 GoGo!,0.211665664461816,0.0001711824327014,1751,Toei Animation
Spectral Force Chronicle Divergence,0.4598783991447852,0.0,1861,WAO World
Kaiba,0.0508785995857553,0.0161150345947753,856,Madhouse
Detroit Metal City,0.0417585354446448,0.0133402867902895,1423,Studio 4°C
Flashback Game,0.3727867976214338,1.5923947228038885e-05,230,Blue Cat
Seikoujo: Haitoku no Biden Dorei,0.3240796418788,3.980986807009721e-05,1527,Studio Jam
Soukou Kijo Iris,0.2754727066212333,0.0001751634195084,131,Anime Antenna Iinkai
Hakaba Kitarou,0.2129351239393332,0.0001990493403504,1751,Toei Animation
After... The Animation,0.2566646622569653,9.952467017524302e-05,909,Melissa
Zero no Tsukaima: Princesses no Rondo,0.0186410102224894,0.0032644091817479,688,J.C.Staff
Jigoku Shoujo Mitsuganae,0.0753992115988508,0.0011505051872258,1467,Studio Deen
Koala Boy Kokki,0.4933520411572125,7.961973614019442e-06,1794,Topcraft
Taiko no Tatsujin,0.4657914077637469,3.582888126308749e-05,1441,Studio Bingo
Doraemon Movie 01: Nobita no Kyouryuu,0.2312754727066212,2.3885920842058325e-05,1355,Shin-Ei Animation
True Blue,0.277042827553952,9.15626965612236e-05,621,Himajin Planning
True Blue: Gaiden,0.3408498697133694,2.3885920842058325e-05,621,Himajin Planning
Itazura na Kiss,0.0311017571991715,0.01191509351338,1679,TMS Entertainment
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,0.3639673949355248,3.184789445607777e-05,1780,Tokyo Movie Shinsha
Ryuuseiki Gakusaver,0.400514465156678,3.980986807009721e-06,1166,Production I.G
Parappa the Rapper,0.302799492216209,0.0001990493403504,696,J.C.Staff|Production I.G
Usavich,0.2750718246809647,9.952467017524302e-05,741,Kanaban Graphics
Usavich II,0.3093138237455736,7.961973614019442e-06,741,Kanaban Graphics
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,0.2801162557626778,6.767677571916526e-05,1355,Shin-Ei Animation
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,0.2319436092737355,4.777184168411665e-05,1355,Shin-Ei Animation
Inyouchuu The Animation,0.273167635464689,0.0001353535514383,1660,Suzuki Mirano
Maria-sama ga Miteru 4th,0.1684038217411639,0.0004020796675079,1467,Studio Deen
Sekai Meisaku Douwa: Mori wa Ikiteiru,0.385581612881673,1.9904934035048607e-05,1751,Toei Animation
Nagagutsu wo Haita Neko: 80-nichikan Sekai Isshuu,0.3875526157546602,1.9904934035048607e-05,1751,Toei Animation
Tongari Boushi no Memole,0.338778646355315,5.175282849112637e-05,1751,Toei Animation
Sekai Meisaku Douwa: Oyayubi Hime,0.4498897574664261,3.980986807009721e-06,1751,Toei Animation
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,0.406627914745774,1.1942960421029164e-05,1751,Toei Animation
Panda no Daibouken,0.5020378165296987,0.0,1751,Toei Animation
School Days: Valentine Days,0.110409567715641,0.0001672014458944,1692,TNK
Grimm Douwa: Kin no Tori,0.378165296986704,2.7866907649068047e-05,1751,Toei Animation
Wanwan Sanjuushi,0.3382107302732678,4.777184168411665e-05,981,Nippon Animation
The Borgman: Last Battle,0.4304135765350437,0.0,163,Ashi Productions
Chouon Senshi Borgman: Lovers Rain,0.431081713102158,0.0,163,Ashi Productions
Chouon Senshi Borgman 2: Shinseiki 2058,0.447083583884546,0.0,163,Ashi Productions
Pygmalio,0.400514465156678,1.9904934035048607e-05,981,Nippon Animation
Play Ball,0.4496559096679361,7.961973614019442e-06,882,Magic Bus
Play Ball 2nd,0.5125943742901049,7.961973614019442e-06,882,Magic Bus
"Nee, Chanto Shiyou Yo!",0.2102959844992316,0.0003224599313677,1429,Studio 9 Maiami
Saiko Robot Kombock,0.309146789603795,3.184789445607777e-05,300,CinePix
Go! Go! Itsutsugo Land,0.4878399144785194,3.980986807009721e-06,882,Magic Bus
Yuukan Club,0.4594775172045166,7.961973614019442e-06,856,Madhouse
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),0.0365804770495089,0.0019267976145927,2015,ufotable
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,0.0389857686911204,0.0028265006329769,2015,ufotable
Evangelion Movie 2: Ha,0.0140976815661121,0.014359419412884,759,Khara
Evangelion Movie 3: Q,0.0176722122001737,0.0089174104477017,759,Khara
Shin Evangelion Movie:||,0.0212467428342353,0.0329784947092685,759,Khara
The Supergal,0.2953163626645286,1.9904934035048607e-05,1574,Studio Pierrot
Air Gear Special,0.1221019576401416,0.0002906120369117,1762,Toei Animation|Marvelous Entertainment
Dyogrammaton,0.3626645286296518,1.9904934035048607e-05,184,Azeta Pictures
Hana to Hebi The Animation,0.3506046635932384,4.777184168411665e-05,1631,Sumomo Film
Speed,0.4474844658248145,0.0,1709,Takun Manga Box
Arrow Emblem Grand Prix no Taka,0.3806039954566713,1.5923947228038885e-05,1751,Toei Animation
Yami no Teio: Kyuuketsuki Dracula,0.3145921026257767,2.7866907649068047e-05,1751,Toei Animation
Gakuen Nanafushigi,0.3391461214672279,7.961973614019442e-06,1527,Studio Jam
Kaitou Tenshi Twin Angel,0.2788467962851607,7.961973614019442e-06,998,Nomad
Sasuga no Sarutobi,0.3999131422462751,2.3885920842058325e-05,1820,Tsuchida Productions
Honoo no Alpenrose: Judy & Randy,0.3263847130353444,4.777184168411665e-05,1713,Tatsunoko Production
Futari Daka,0.4456470902652502,7.961973614019442e-06,780,Kokusai Eigasha
Shirayuki Hime no Densetsu,0.3307944143782989,3.184789445607777e-05,1713,Tatsunoko Production
Mori no Youki na Kobito-tachi: Belfy to Lillibit,0.4251352976548406,2.7866907649068047e-05,1713,Tatsunoko Production
Hoshi no Oujisama Petit Prince,0.3782655174717712,4.777184168411665e-05,776,Knack Productions
Yume no Hoshi no Button Nose,0.4619496225028395,7.961973614019442e-06,1794,Topcraft
Gekkou no Pierce: Yumemi to Gin no Bara Kishidan,0.4496225028395804,0.0,1574,Studio Pierrot
Idol Fight Suchie-Pai 2,0.373822409300461,0.0,365,Daume
Soratobu Toshi Keikaku,0.4112380570588628,7.961973614019442e-06,1536,Studio Kajino
Sasurai no Taiyou,0.38264181198637,4.777184168411665e-05,952,Mushi Production
Space Station No.9,0.3564842653838444,1.1942960421029164e-05,1536,Studio Kajino
Portable Kuukou,0.3671076368009621,0.0,1536,Studio Kajino
Sougen no Shoujo Laura,0.4492216208993118,0.0,981,Nippon Animation
Little Lulu to Chicchai Nakama,0.4836640609340549,0.0,981,Nippon Animation
Shoujo Koakuma Kei,0.4258702478786664,1.5923947228038885e-05,647,IKK Room
Dokaben,0.431916883811051,1.9904934035048607e-05,981,Nippon Animation
Zero no Mono,0.3886550410903988,1.9904934035048607e-05,1555,Studio March
Ore wa Teppei,0.4054252689249682,2.3885920842058325e-05,981,Nippon Animation
Maegami Tarou,0.6018908264849335,0.0,981,Nippon Animation
Anne no Nikki,0.2545600320705552,3.582888126308749e-05,856,Madhouse
Issunboushi (OVA),0.3718514064274738,1.5923947228038885e-05,1906,Y.O.U.C
Hoshi no Ko Chobin,0.4640208458608939,0.0,1620,Studio Zero
Ai no Gakkou Cuore Monogatari,0.369112046502305,1.5923947228038885e-05,981,Nippon Animation
Meiken Jolie,0.3270862564308144,4.3790854877106935e-05,1853,Visual 80
Mashin Eiyuuden Wataru,0.339714037549275,5.5733815298136095e-05,1635,Sunrise
Himitsu no Akko-chan 2,0.4287432351172579,1.1942960421029164e-05,1751,Toei Animation
Himitsu no Akko-chan 3,0.4395336406761542,3.980986807009721e-06,1751,Toei Animation
Crystal Blaze,0.1927573996124808,5.175282849112637e-05,1486,Studio Fantasia
Chi's Sweet Home,0.1005545533507048,0.0018830067597155,856,Madhouse
Doubutsu Takarajima,0.3579207590031402,2.3885920842058325e-05,1751,Toei Animation
Ali Baba to 40-hiki no Touzoku,0.4069285762009754,3.980986807009721e-06,1751,Toei Animation
Apache Yakyuugun,0.4670608672412641,1.1942960421029164e-05,1751,Toei Animation
Mahoutsukai Chappy,0.4579408031001536,7.961973614019442e-06,1751,Toei Animation
Microid S,0.5065143315293645,0.0,1751,Toei Animation
Sekai Meisaku Douwa: Hakuchou no Ouji,0.3962049842987906,7.961973614019442e-06,1751,Toei Animation
"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",0.0959778178659718,9.55436833682333e-05,1751,Toei Animation
The SoulTaker: Tamashii-gari - Komugi Daisakusen,0.4085655107904055,3.980986807009721e-06,1713,Tatsunoko Production
Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-pun Special!!,0.3991781920224493,7.961973614019442e-06,1355,Shin-Ei Animation
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,0.3584552682568316,7.961973614019442e-06,1140,Planet
Konchuu Monogatari Minashigo Hutch,0.3317632124006147,6.767677571916526e-05,1713,Tatsunoko Production
Top Secret: The Revelation,0.1805973140910002,0.0002866310501046,856,Madhouse
Shaman King Specials,0.1801630253223759,9.952467017524302e-05,1893,Xebec
Sweet Valerian Specials,0.4632190819803568,0.0,856,Madhouse
Souten no Ken Specials,0.3738892229571724,7.961973614019442e-06,67,APPP
Versailles no Bara: Seimei Aru Kagiri Aishite,0.3379100688180664,2.3885920842058325e-05,1780,Tokyo Movie Shinsha
Sakura Momoko Gekijou: Coji-Coji,0.501536714104363,7.961973614019442e-06,981,Nippon Animation
Kick no Oni,0.464956237054854,7.961973614019442e-06,1751,Toei Animation
Honey Honey no Suteki na Bouken,0.4445112581011558,1.9904934035048607e-05,1751,Toei Animation
Ashita e Free Kick,0.3930313356049976,2.3885920842058325e-05,1198,Production Reed
Mahoutsukai Sally 2,0.408264849335204,1.5923947228038885e-05,1751,Toei Animation
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,0.4387986904523284,1.1942960421029164e-05,79,Academy Productions
Sasurai no Shoujo Nell,0.4023518407162423,3.980986807009721e-06,344,DAX Production
Mahou Shoujo Lalabel,0.3678759938531435,2.3885920842058325e-05,1751,Toei Animation
Paris no Isabelle,0.4409701342954499,1.9904934035048607e-05,344,DAX Production
Majokko Tickle,0.4260372820204449,1.1942960421029164e-05,1751,Toei Animation
Seijuuki Cyguard,0.2942473441571457,1.5923947228038885e-05,36,AIC
YU-NO,0.3149261709093338,1.9904934035048607e-05,1099,PP Project
Maze☆Bakunetsu Jikuu: Hot Springs,0.4510255896305205,0.0,688,J.C.Staff
Sugar Bunnies,0.4440101556758201,2.7866907649068047e-05,159,Asahi Production
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,0.274103026658649,7.165776252617498e-05,580,Grouper Productions
Ookiku Furikabutte: Kihon no Kihon,0.2117992917752388,3.582888126308749e-05,14,A-1 Pictures
Toumei Ningen (OVA),0.2368878198703815,0.0001273915778243,1906,Y.O.U.C
Junk Boy,0.2331462550945413,0.0001154486174032,856,Madhouse
Sei Shoujo Sentai Lakers EX,0.4268390459009821,1.1942960421029164e-05,1955,animate Film
Inbo,0.2842252956504309,9.952467017524302e-05,131,Anime Antenna Iinkai
Mazinger Z tai Devilman,0.3050377497160419,1.5923947228038885e-05,1751,Toei Animation
Ougon Bat,0.361595510122269,3.582888126308749e-05,356,Dai-Ichi Douga
Baccano! Specials,0.0494421059664595,0.001234105910173,246,Brain's Base
Spotlight,0.4125743301930914,3.980986807009721e-06,1906,Y.O.U.C
Wanpaku Ouji no Orochi Taiji,0.3399812921761208,4.3790854877106935e-05,1751,Toei Animation
H.P. Lovecraft no Dunwich Horror Sonota no Monogatari,0.3431883476982695,1.5923947228038885e-05,1751,Toei Animation
Ginga Sengoku Gunyuuden Rai,0.1905525489410035,0.0003781937466659,397,E&G Films
Injuu Kyoushi,0.3695463352709293,2.3885920842058325e-05,629,Horannabi
Bikkuriman,0.4542994588093806,1.1942960421029164e-05,1751,Toei Animation
Kyuukyoku no Sex Adventure Kamasutra,0.4084652903053384,1.1942960421029164e-05,1955,animate Film
Shuukaku no Yoru,0.3512728001603527,3.184789445607777e-05,149,Arms|Triple X
Rejuvenation,0.4181198637001402,1.1942960421029164e-05,1545,Studio Kyuuma
Onikirimaru,0.3371751185942406,1.5923947228038885e-05,1120,Pastel
Time Bokan,0.3562838244137101,1.1942960421029164e-05,1713,Tatsunoko Production
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,0.2893031335604997,6.767677571916526e-05,854,Maboroshi Koubou
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,0.3468630988173982,1.1942960421029164e-05,1404,Space-X
Resort Boin,0.1570455001002205,0.0013177066331202,1484,Studio Eromatick
Shimaizuma: Shimaizuma 3 The Animation,0.2828890225162023,0.0001313725646313,1527,Studio Jam
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,0.421093071423799,7.961973614019442e-06,1364,Shindeban Film
Kamyla,0.3848132558294915,1.1942960421029164e-05,1365,Shinjukuza
Reiju Gakuen,0.3689784191888822,2.7866907649068047e-05,1817,Tsubo Production
Kidou Senshi Gundam 00 Second Season,0.0558228101824012,0.0056609632395678,1635,Sunrise
Initial D Battle Stage 2,0.1460212467428342,0.0001791444063154,27,A.C.G.T.
Magnerobo Ga-Keen,0.4244671610877263,3.980986807009721e-06,1751,Toei Animation
Karakuri Kiden: Hiwou Senki,0.3703146923231108,1.1942960421029164e-05,234,Bones
Personal Computer Travel Tanteidan,0.456136834368945,1.5923947228038885e-05,1713,Tatsunoko Production
Takoyaki Mant-Man,0.5383176321240061,7.961973614019442e-06,1574,Studio Pierrot
Kafun Shoujo Chuuihou! The Animation,0.2073561836039286,0.0003463458522098,1670,T-Rex|Space-X
Oshiete Re: Maid,0.2805505445313022,4.777184168411665e-05,459,Flavors Soft
Rensa Byoutou,0.2984900113583216,5.175282849112637e-05,131,Anime Antenna Iinkai
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,0.2360860559898443,0.0001154486174032,1668,T-Rex
Kakyuusei 2: Sketchbook,0.3805705886283156,1.1942960421029164e-05,681,Inugoya
Jarinko Chie,0.3094474510589964,5.971480210514582e-05,1780,Tokyo Movie Shinsha
Jarinko Chie (TV),0.4301797287365537,1.1942960421029164e-05,1780,Tokyo Movie Shinsha
Mahou Sensei Negima!: Introduction Film,0.214605465357119,2.3885920842058325e-05,1893,Xebec
Injuu Daikessen,0.4288100487739694,1.5923947228038885e-05,937,Momoi Planning
Shimai Ijiri,0.4146789603795015,1.5923947228038885e-05,1907,Y.O.U.C|Phoenix Entertainment
Blue Seed 1.5,0.3625643081445847,0.0,1167,Production I.G|Ashi Productions
DNA Hunter,0.371584151800628,1.5923947228038885e-05,230,Blue Cat
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,0.255762677891361,2.3885920842058325e-05,2015,ufotable
Shakugan no Shana-tan II (Second),0.1328255495423264,0.0002030303271574,688,J.C.Staff
Kannagi,0.0511792610409567,0.0015525848547337,14,A-1 Pictures
Armored Core: Fort Tower Song,0.4364268056390726,3.980986807009721e-06,1851,Viewworks
Chocolate Underground,0.2187813189015835,3.980986807009721e-05,1191,Production I.G|Trans Arts
Turn A Gundam I: Chikyuukou,0.3031001536714104,3.980986807009721e-06,1635,Sunrise
Turn A Gundam II: Gekkou Chou,0.3085788735217478,3.980986807009721e-06,1635,Sunrise
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,0.1561769225629719,5.5733815298136095e-05,688,J.C.Staff
Kagaku Kyuujo-tai TechnoVoyager,0.4241330928041691,1.1942960421029164e-05,1751,Toei Animation
Sentakuya Shin-chan,0.2216877129685307,0.0003065359841397,1668,T-Rex
Yu☆Gi☆Oh! 5D's,0.057726999398677,0.0067676775719165,517,Gallop
Ikuze! Gen-san,0.6455201443174985,0.0,981,Nippon Animation
Tetsuwan Birdy Decode,0.0775038417852609,0.001656090511716,14,A-1 Pictures
Uchi no 3 Shimai,0.5079508251486604,7.961973614019442e-06,1765,Toei Animation|Studio Animal
Mamahaha,0.3105832832230907,7.56387493331847e-05,1906,Y.O.U.C
To Heart Omake,0.3445914344892096,0.0,1010,OLM
Bi-Indoushi Miija: Injoku no Gakuen,0.3862497494487873,1.1942960421029164e-05,64,AMGA
Shokuzai no Kyoushitsu,0.3491013563172312,3.980986807009721e-05,1906,Y.O.U.C
Kairaku Satsujin Chousakan Kouji,0.4162156744838645,1.9904934035048607e-05,1127,Phoenix Entertainment
Mujintou Monogatari X,0.4344558027660853,7.961973614019442e-06,1814,Triple X
Suna no Bara: Yuki no Mokushiroku,0.2492149395336406,7.165776252617498e-05,688,J.C.Staff
Kumo to Tulip,0.3869178860159016,3.980986807009721e-06,1375,Shochiku Animation Institute
Mahou Shoujo-tai Arusu the Adventure,0.2940134963586557,1.9904934035048607e-05,1423,Studio 4°C
Himekishi Lilia,0.2166766887151734,0.0004617944696131,131,Anime Antenna Iinkai
Tokubetsu Byoutou,0.2881673013964054,0.0001433155250523,1484,Studio Eromatick
Tokumu Sousakan Rei & Fuko,0.3388454600120264,1.9904934035048607e-05,131,Anime Antenna Iinkai
Dorei Maid Princess,0.2778779982628449,9.952467017524302e-05,131,Anime Antenna Iinkai
Canary wa Kago no Naka,0.385815460680163,1.9904934035048607e-05,1527,Studio Jam
Dream Hunter Rem,0.2335471370348099,0.0001114676305962,132,Anime R
Inda no Himekishi Janne,0.2619763479655241,9.55436833682333e-05,621,Himajin Planning
Heisa Byoutou,0.3673080777710963,1.9904934035048607e-05,1906,Y.O.U.C
Alignment You! You! The Animation,0.2061869446114786,0.0003543078258238,1668,T-Rex
Binetsukko ♭37℃ The Animation,0.3344357586690719,1.5923947228038885e-05,854,Maboroshi Koubou
First Squad,0.2714638872185475,1.5923947228038885e-05,1423,Studio 4°C
Paul no Miracle Daisakusen,0.4417050845192757,3.980986807009721e-06,1713,Tatsunoko Production
Choujin Locke: Lord Leon,0.4172846929912474,3.980986807009721e-06,981,Nippon Animation
School Rumble San Gakki,0.1028596245072492,0.0003622697994378,1458,Studio Comet
Magical Moe,0.4035210797086924,1.5923947228038885e-05,230,Blue Cat
Seiyou Kottou Yougashiten: Antique,0.1333266519676622,0.0004578134828061,989,Nippon Animation|Shirogumi
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,0.0797086924567381,0.0001711824327014,1010,OLM
Makai Tenshi Djibril: Episode 2,0.285160686844391,5.971480210514582e-05,1604,Studio Soul
Slayers Revolution,0.1348967729003808,0.0001711824327014,688,J.C.Staff
Sakigake!! Otokojuku Movie,0.3555154673615286,1.9904934035048607e-05,1751,Toei Animation
The iDOLM@STER Live For You!,0.2380236520344758,3.184789445607777e-05,82,Actas
Sailor Senshi Venus♥Five,0.3964054252689249,1.9904934035048607e-05,145,Arms
Cowboy Bebop: Yose Atsume Blues,0.1157212534241999,0.0004060606543149,1635,Sunrise
Zettai Karen Children,0.1201643615955101,0.0005135472981042,1661,SynergySP
Golgo 13 (TV),0.1237722990579274,0.0010111706489804,1744,The Answer Studio
Hanappe Bazooka,0.3190352107970869,2.3885920842058325e-05,1601,Studio Signal
Youkai Ningen Bem,0.379234315494087,1.5923947228038885e-05,356,Dai-Ichi Douga
Mafukiden: Pandarian,0.4752455401884145,7.961973614019442e-06,1140,Planet
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,0.322075232177457,8.360072294720415e-05,1679,TMS Entertainment
Net Ghost Pipopa,0.3952361862764749,3.184789445607777e-05,1516,Studio Hibari
Medarot Damashii,0.174149796218347,9.952467017524302e-05,1796,Trans Arts
Tennis no Oujisama: Zenkoku Taikai-hen - Final,0.1373354713703481,0.0002070113139645,837,M.S.C
Norimono Oukoku BuBu ChaCha,0.4761475245540188,1.1942960421029164e-05,365,Daume
Masuda Kousuke Gekijou: Gag Manga Biyori 3,0.3577537248613616,3.980986807009721e-06,1467,Studio Deen
Inyouchuu Shoku: Ryoushokutou Taimaroku,0.2773100821807977,0.0001472965118593,131,Anime Antenna Iinkai
Makyou Gaiden Le Deus,0.3673414845994521,1.1942960421029164e-05,163,Ashi Productions
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",0.0294314157813857,0.0035032683901685,787,Kyoto Animation
Grimm Meisaku Gekijou,0.2961181265450658,0.0001234105910173,981,Nippon Animation
Shin Grimm Meisaku Gekijou,0.3601924233313289,2.3885920842058325e-05,981,Nippon Animation
Musashi no Ken,0.3599919823611946,4.3790854877106935e-05,414,Eiken
Sekirei,0.0205786062671209,0.0071777192130385,1316,Seven Arcs
Tytania,0.1817999599118059,0.0001393345382453,150,Artland
Shin Megami Tensei Devil Children,0.3468296919890425,1.1942960421029164e-05,1779,Tokyo Movie
Shin Megami Tensei Devil Children: Light & Dark,0.3812387251954299,0.0,82,Actas
Black Jack (TV): Hizouban Specials,0.3560833834435758,7.961973614019442e-06,1737,Tezuka Productions
"Arano no Sakebi Koe: Hoero, Buck",0.4381973675419255,1.5923947228038885e-05,1751,Toei Animation
Super Robot Taisen OG: Divine Wars - Sorezore no Michi,0.3669071958308278,1.5923947228038885e-05,1010,OLM
Kyou no 5 no 2 Kagai Jugyou: Mizukake,0.2805171377029464,3.980986807009721e-06,833,Lyrics
Kyou kara Maou! 3rd Series,0.139807576668671,0.0005334522321393,1467,Studio Deen
Natsume Yuujinchou,0.0142313088795349,0.0669283501994474,246,Brain's Base
Kaibutsu Oujo: Konsui Oujo,0.2191487940134963,4.777184168411665e-05,856,Madhouse
Wonder Beat Scramble,0.44167167769092,3.980986807009721e-06,952,Mushi Production
Inma Youjo,0.3670074163158949,2.3885920842058325e-05,629,Horannabi
Yonimo Osoroshii Grimm Douwa,0.4324179862363867,1.9904934035048607e-05,568,Group TAC
Mukamuka Paradise,0.3560499766152201,1.9904934035048607e-05,981,Nippon Animation
Michiko to Hatchin,0.042092603728202,0.010673025629593,896,Manglobe
Wonder 3,0.4295449989977951,1.1942960421029164e-05,952,Mushi Production
Kagami no Genon,0.3781987038150597,7.961973614019442e-06,779,Kojiro Shishido Animation Works
Batman: Gotham Knight,0.1509988641678359,0.0002707071028766,213,Bee Train|Production I.G|Madhouse|Studio 4°C
Urarochi Diamond,0.4730740963452929,0.0,1423,Studio 4°C
Appaga Piryohae,0.4742767421660987,3.980986807009721e-06,311,CoMix Wave Films
Wanwan Celepoo Soreyuke! Tetsunoshin,0.4405692523551813,7.961973614019442e-06,1458,Studio Comet
Oval x Over,0.3958375091868777,3.980986807009721e-06,1166,Production I.G
Trigun: Badlands Rumble,0.0576935925703213,0.001234105910173,856,Madhouse
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,0.0480056123471637,0.0018670828124875,501,Gainax
Mahou no Mako-chan,0.3863165631054987,1.1942960421029164e-05,1751,Toei Animation
Onegai My Melody: Kurukuru Shuffle!,0.276808979755462,0.0001910873667364,1458,Studio Comet
Juushin Liger,0.3683102826217678,1.1942960421029164e-05,1635,Sunrise
Meimon! Daisan Yakyuu-bu,0.4711030934723057,3.980986807009721e-06,1458,Studio Comet
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,0.2907062203514398,1.5923947228038885e-05,1751,Toei Animation
Mahou no Tenshi Creamy Mami: Lovely Serenade,0.4865704550010021,0.0,1574,Studio Pierrot
Shion,0.304436426805639,0.0001353535514383,131,Anime Antenna Iinkai
Mahou no Tenshi Creamy Mami: Curtain Call,0.4603460947417652,0.0,1574,Studio Pierrot
Petit Eva: Evangelion@School,0.158749248346362,0.0001751634195084,1898,Xebec|Kanaban Graphics
Twin Bee Paradise,0.4720718914946215,7.961973614019442e-06,32,AC Create
Wakakusa no Yon Shimai,0.4175185407897374,1.1942960421029164e-05,1751,Toei Animation
"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",0.1003207055522148,0.0007404635461038,1574,Studio Pierrot
Penguin Musume♥Heart,0.1877463753591234,9.952467017524302e-05,1130,Picture Magic
Chiisana Penguin Lolo no Bouken,0.3472973875860226,5.5733815298136095e-05,824,Life Work|Soyuzmultfilm
Gang-aji Ttong,0.3612614418387118,4.3790854877106935e-05,685,Itasca Studio
Cosmos Pink Shock,0.3434890091534709,2.7866907649068047e-05,36,AIC
Mugen no Juunin,0.0963118861495289,0.0006210339418935,211,Bee Train
Time Bokan Series: Yattodetaman,0.4012494153805037,1.1942960421029164e-05,1713,Tatsunoko Production
One Piece Film: Strong World,0.0335738624974944,0.0019188356409786,1751,Toei Animation
Ichigo Mashimaro Episode 0,0.1952295049108037,3.582888126308749e-05,365,Daume
Dore Dore no Uta,0.3580543863165631,0.0,1504,Studio Ghibli
Kojin Jugyou,0.3811719115387185,1.1942960421029164e-05,688,J.C.Staff
Taiho Shichau zo: Nagisa no Koutsuu Yuudou,0.2798155943074764,1.1942960421029164e-05,1467,Studio Deen
Seto no Hanayome OVA,0.1121133159617825,0.0001194296042102,542,Gonzo|AIC
Kounai Shasei,0.3180330059464154,9.952467017524302e-05,1490,Studio Fantasia|Studio Signal
To Heart 2 AD,0.2670207790472372,1.9904934035048607e-05,292,Chaos Project
Shigofumi Picture Drama,0.3262176788935658,7.961973614019442e-06,688,J.C.Staff
Wanna-Be's,0.3400481058328322,7.961973614019442e-06,52,AIC|Artmic
Bounen no Xamdou,0.0582281018240128,0.0044905531183069,234,Bones
Dream Hazard: Akuma no Program,0.4319502906394066,1.1942960421029164e-05,1246,Ripple Film
Clannad: After Story,0.0040756330593973,0.2946049666791404,787,Kyoto Animation
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,0.0602659183537115,0.0007802734141739,234,Bones
Uchuu Taitei God Sigma,0.4137769760138972,1.5923947228038885e-05,1751,Toei Animation
Koukaku no Regios,0.0419589764147791,0.0042556748966933,1948,Zexcs
Megumi,0.3990445647090265,3.980986807009721e-06,1796,Trans Arts
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,0.1486603861829358,0.0001711824327014,1332,Shaft|Studio Pastoral
Fuyu no Sonata,0.1673682100621367,0.0002826500632976,1459,Studio Comet|KeyEast|REALTHING
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,0.4479855682501503,1.1942960421029164e-05,1935,Yumeta Company
Popolocrois Monogatari,0.3319636533707489,6.369578891215554e-05,211,Bee Train
Hayate no Gotoku!!,0.0705886283156277,0.0018790257729085,688,J.C.Staff
Kodomo no Jikan Ni Gakki,0.1473241130487071,0.0001512774986663,377,Diomedéa
Ikkitousen: Great Guardians,0.0962784793211732,0.0003463458522098,145,Arms
Blue Dragon: Tenkai no Shichi Ryuu,0.1845059130086189,9.15626965612236e-05,1574,Studio Pierrot
Koutetsu Jeeg,0.3293245139306474,5.5733815298136095e-05,1751,Toei Animation
Entaku no Kishi Monogatari: Moero Arthur,0.3989109373956036,1.9904934035048607e-05,1751,Toei Animation
Dirty Pair OVA,0.2456070020712233,9.55436833682333e-05,1647,Sunrise|Kino Production
Chocchan Monogatari,0.4130086189617157,1.1942960421029164e-05,1801,Triangle Staff
Mokke Specials,0.3947016770227834,0.0,856,Madhouse
KimiKiss Pure Rouge: Love Fighter,0.2164094340883276,1.9904934035048607e-05,688,J.C.Staff
Tetsujin 28-gou (1980),0.3708492015768023,3.980986807009721e-05,1780,Tokyo Movie Shinsha
Mission-E,0.282688581546068,1.9904934035048607e-05,1467,Studio Deen
